ticker,analysisDate,articleCount,sentiment,impactHorizon,confidence,newsScore,summary,bullPoints,bearPoints,riskFlags,modelName,updatedAt
FPT,2026-05-19,1,neutral,1d,0.4,0.1,"FPT Corporation has partnered with Genfarma, a new biopharmaceutical company in Vietnam, to implement the SAP S/4HANA Public Cloud enterprise management system. This system was deployed in just two months, aiming to enhance Genfarma's high-tech pharmaceutical management capabilities. The collaboration highlights FPT's role in digital transformation for businesses.","FPT is involved in a digital transformation project for a biopharmaceutical company. | The implementation of SAP S/4HANA Public Cloud was rapid, indicating efficiency.",,,gemini-2.5-flash-lite,2026-05-19 12:30:11
GAS,2026-05-19,1,negative,1d,0.7,-0.6,"On May 19, 2026, the Vietnamese stock market experienced a significant decline, with the VN-Index dropping 15 points. The oil and gas sector, including GAS, was heavily impacted by strong selling pressure, leading to several stocks in the group hitting their floor prices. This broad sell-off in the energy sector contributed to the overall market downturn.",,Oil and gas stocks experienced strong selling pressure. | GAS was part of a sector that saw significant price declines. | The sell-off in the oil and gas group contributed to the broader market drop.,,gemini-2.5-flash-lite,2026-05-19 12:30:20
HCM,2026-05-19,1,neutral,1d,0.4,0.1,"HSC has approved a credit line of up to VND 10,000 billion from BIDV. The purpose of this borrowing is for investment and business activities, including trading bonds, stocks, and fund certificates. This move indicates a potential expansion of HSC's investment activities.","Secured a significant credit line of VND 10,000 billion. | Funds are designated for investment and business activities.",Increased leverage could introduce financial risk.,Increased debt levels.,gemini-2.5-flash-lite,2026-05-19 12:30:37
HPG,2026-05-19,1,neutral,1d,0.3,0.0,"Hoa Phat Group's chairman, Tran Dinh Long, is reportedly interested in expanding into new sectors. These include electricity distribution, car retail, and furniture. The group is also looking to add technology and digital infrastructure services.",,,Diversification into unrelated sectors may dilute focus and strain resources.,gemini-2.5-flash-lite,2026-05-19 12:30:44
MBS,2026-05-19,1,positive,5d,0.7,0.6,MB has approved a plan to repurchase over 5 million MBS shares that were not sold in MBS's 2026 capital increase offering. This buyback action by MB is a positive development for MBS.,MB is repurchasing over 5 million MBS shares. | The shares are from an unsold portion of MBS's 2026 capital increase. | This indicates support from MB for MBS.,,,gemini-2.5-flash-lite,2026-05-19 12:30:55
POW,2026-05-19,1,neutral,1d,0.5,0.0,"PV Power has proposed not to distribute dividends, despite reporting a profit of over 1,300 billion VND in the first quarter. This decision comes amidst the company's business growth.","Strong Q1 profit of over 1,300 billion VND. | Business is experiencing growth.",No dividend distribution proposed.,,gemini-2.5-flash-lite,2026-05-19 12:31:05
SJS,2026-05-19,1,negative,1d,0.7,-0.4,"A major shareholder, An Phat Investment, sold 5 million SJS shares of SJ Group on May 13th. The stated reason for the sale was portfolio restructuring. This significant sell-off by a large investor may put downward pressure on the stock price.",,Major shareholder sold 5 million SJS shares.,,gemini-2.5-flash-lite,2026-05-19 12:31:18
VHC,2026-05-19,2,positive,1d,0.8,0.7,"Vĩnh Hoàn has announced a significant share buyback program, spending nearly 1,000 billion VND to repurchase 15 million VHC shares. This action represents approximately 6.7% of the company's outstanding shares. The buyback is intended to reduce charter capital and/or increase benefits for existing shareholders.",Significant share buyback program initiated. | Repurchase aims to enhance shareholder value. | Buyback represents a notable portion of outstanding shares.,,,gemini-2.5-flash-lite,2026-05-19 12:31:37
VIB,2026-05-19,2,neutral,mixed,0.5,0.0,"VIB has announced a strategic personnel change, moving its CFO, Ho Van Long, to a senior strategic role. Additionally, VIB is running a promotion for its Visa cardholders, offering a chance to win a trip to the BTS World Tour in Los Angeles with spending over 3 million VND.",VIB Visa promotion offers a chance to win a trip to BTS World Tour. | CFO's move to a senior strategic role could indicate a focus on long-term planning.,,,gemini-2.5-flash-lite,2026-05-19 12:32:04
VIC,2026-05-19,1,positive,1d,0.6,0.4,"On May 19, 2026, foreign investors showed significant buying interest in VIC, acquiring approximately 155 billion VND. This purchase contributed to a broader trend of foreign net buying observed in the market. The news indicates positive investor sentiment towards VIC.",Foreign investors net bought VIC with 155 billion VND. | Positive foreign investor activity observed on May 19.,,,gemini-2.5-flash-lite,2026-05-19 12:32:17
VND,2026-05-19,2,positive,5d,0.7,0.6,"VNDirect's Chairwoman, Ms. Pham Minh Huong, acknowledges past naivety regarding talent acquisition but expresses optimism about the company's future. She highlights unprecedented opportunities in the financial and capital markets, signaling a strong ""comeback"" for VNDirect. The company is preparing to re-establish itself after the 2024 system hack.","VNDirect preparing for a significant ""comeback"". | Unprecedented opportunities seen in the financial and capital markets. | Increased recognition of securities companies' roles by businesses, investors, and regulators.",Past challenges in attracting top talent are acknowledged.,System hack incident in 2024.,gemini-2.5-flash-lite,2026-05-19 12:32:23
