ticker,analysisDate,articleCount,sentiment,impactHorizon,confidence,newsScore,summary,bullPoints,bearPoints,riskFlags,modelName,updatedAt
ACB,2026-05-25,3,positive,5d,0.7,0.5,"ACB experienced positive trading activity on May 25, 2026, attracting significant investor interest. The bank is also adjusting a key credit card fee, effective June 2026. Leadership discussions highlighted the importance of adaptability in a volatile environment.",ACB attracted investor interest and saw positive trading on May 25. | Leadership summit focused on strategic adaptability in a volatile market. | Credit card fee adjustment to take effect in June 2026.,,,gemini-2.5-flash-lite,2026-05-25 12:30:03
DGC,2026-05-25,2,neutral,1d,0.6,0.0,"Hóa chất Đức Giang (DGC) has announced important information regarding its shares. The company plans to complete the audit of its 2025 financial statements in the second quarter of 2026. This comes as its shares are set to be restricted from trading starting May 26, 2026.",,"Shares will be restricted from trading starting May 26, 2026.",Shares subject to trading restrictions.,gemini-2.5-flash-lite,2026-05-25 12:30:09
DXG,2026-05-25,1,positive,5d,0.7,0.6,"On May 20, 2026, BLUEMARQ GROUP was officially launched, marking a significant transformation for Dat Xanh (DXG) after nearly 23 years. The company is undergoing a comprehensive restructuring to evolve from a real estate developer into a global investment, asset management, and real estate development group. This strategic shift signals a new era of growth and ambition for the company.",Official launch of BLUEMARQ GROUP signifies a major strategic shift. | Company is restructuring to become a global investment and asset management group. | Repositioning aims for a new era of development and global expansion.,,,gemini-2.5-flash-lite,2026-05-25 12:30:15
FPT,2026-05-25,2,positive,5d,0.6,0.4,"Executives at FPT have purchased company shares at a significant discount, 90% below market price. This action by leadership can be interpreted as a strong vote of confidence in the company's future prospects. The news was reported on May 23, 2026.",FPT executives bought shares at a 90% discount. | Leadership's stock purchase signals confidence.,,,gemini-2.5-flash-lite,2026-05-25 12:30:20
GAS,2026-05-25,1,neutral,1d,0.4,0.0,PV GAS announced that it no longer meets the conditions to be a public company as of the end of 2025. This is due to a concentrated shareholder structure. The Chairman of the Board of Directors has commented on this situation.,,PV GAS no longer meets the criteria for a public company.,Regulatory status change,gemini-2.5-flash-lite,2026-05-25 12:30:24
HDB,2026-05-25,1,positive,10d,0.7,0.6,"HDBank plans to IPO its securities company in September 2026. The bank maintains the highest capital adequacy ratio among listed banks, indicating a strong capital foundation. This robust financial position allows HDBank to proactively adapt to future capital and liquidity requirements.",IPO of securities company planned for September 2026. | Highest capital adequacy ratio among listed banks. | Strong liquidity and capital foundation.,,,gemini-2.5-flash-lite,2026-05-25 12:30:30
MSB,2026-05-25,2,neutral,mixed,0.6,0.0,"MSB has initiated a project related to Circular 14/2025/TT-NHNN concerning capital adequacy, in collaboration with Ernst & Young Vietnam. This marks a significant step in adopting the Internal Rating-Based (IRB) approach. Separately, ROX Living did not sell its registered 31.16 million MSB shares due to unfavorable market conditions.",MSB is proactively working on capital adequacy improvements by launching a project for the IRB approach.,ROX Living's decision not to sell shares indicates potential market concerns or lack of confidence from a significant holder.,ROX Living's decision not to sell shares could signal negative market sentiment or internal issues.,gemini-2.5-flash-lite,2026-05-25 12:30:36
MWG,2026-05-25,1,negative,5d,0.7,-0.4,A board member of The World Mobile Investment Joint Stock Company (MWG) has sold 2 million MWG shares. This transaction reduces his ownership stake to 0.11% of the company's charter capital. The sale by a leadership figure can be perceived negatively by the market.,,Leadership divestment of shares.,,gemini-2.5-flash-lite,2026-05-25 12:30:42
OCB,2026-05-25,1,neutral,1d,0.3,0.0,"OCB has appointed an additional Deputy General Director as part of a broader trend of senior management changes across the banking sector. Several other banks also saw leadership transitions, including additions and departures. This news is a minor event within a larger industry trend.",,,,gemini-2.5-flash-lite,2026-05-25 12:30:48
PET,2026-05-25,1,neutral,1d,0.4,0.0,Petrosetco (PET) is maintaining a significant stock investment portfolio. This portfolio is heavily concentrated in stocks within the Gelex ecosystem. The company's activities extend beyond its core iPhone distribution business.,,,,gemini-2.5-flash-lite,2026-05-25 12:30:52
POW,2026-05-25,1,neutral,1d,0.4,0.0,PV Power has announced significant changes in its senior management positions following its 2026 Annual General Meeting of Shareholders. The news indicates a reshuffling of key personnel within the company. The immediate impact on the stock is unclear without further details on the reasons or implications of these changes.,,,Personnel changes can introduce uncertainty.,gemini-2.5-flash-lite,2026-05-25 12:31:01
REE,2026-05-25,1,neutral,mixed,0.3,0.0,"The provided article discusses the succession challenges faced by large Vietnamese enterprises as their founding generation ages. It highlights the importance of maintaining stable governance, shareholder confidence, and long-term development direction during leadership transitions. REE is mentioned as one of the ""thousand-billion-dollar empires"" in Vietnam.",,,Succession planning uncertainty,gemini-2.5-flash-lite,2026-05-25 12:31:07
STB,2026-05-25,1,negative,1d,0.6,-0.4,"Sacombank has accepted the resignation of Deputy General Director Vu Minh Quan, who served for less than six months. This departure follows recent executive-level changes within the bank. The frequent changes at the management level could raise concerns about stability.",,Deputy General Director resigns after less than six months. | Recent executive-level changes at the bank.,Executive turnover,gemini-2.5-flash-lite,2026-05-25 12:31:12
VHM,2026-05-25,1,neutral,1d,0.4,0.0,"A recent article clarifies the conditions for Vinhomes' (VHM) gold exchange program for real estate. Customers must prove they owned gold before April 25, 2026, one month prior to the program's announcement. This detail is crucial for understanding the 110% gold exchange rate after five years.",,Customers need to prove prior gold ownership.,Program eligibility requires specific historical gold ownership.,gemini-2.5-flash-lite,2026-05-25 12:31:17
