ticker,analysisDate,articleCount,sentiment,impactHorizon,confidence,newsScore,summary,bullPoints,bearPoints,riskFlags,modelName,updatedAt
ACB,2026-05-20,1,neutral,1d,0.3,0.0,ACB has announced information regarding its shareholders who own 1% or more of the company's capital. This disclosure includes the shareholding percentages of three foreign shareholders and related individuals. The announcement provides transparency on major ownership stakes within the bank.,,,,gemini-2.5-flash-lite,2026-05-20 12:30:05
DGC,2026-05-20,1,negative,1d,0.8,-0.6,"Cổ phiếu DGC của Hóa chất Đức Giang sẽ bị hạn chế giao dịch, chỉ được phép giao dịch trong phiên chiều. Nguyên nhân là do chậm nộp báo cáo tài chính năm 2025 đã kiểm toán quá thời hạn quy định. Biện pháp này sẽ bắt đầu có hiệu lực từ ngày 26/5.",,Hạn chế giao dịch trong phiên chiều.,Chậm nộp báo cáo tài chính đã kiểm toán.,gemini-2.5-flash-lite,2026-05-20 12:30:13
DXG,2026-05-20,2,positive,5d,0.7,0.6,"Đất Xanh (DXG) sẽ chốt quyền phát hành 155,7 triệu cổ phiếu thưởng vào ngày 29/5. Đồng thời, công ty công bố tái định vị chiến lược lớn nhất trong 23 năm, đổi tên thành BLUEMARQ GROUP. Sự chuyển mình này đánh dấu bước dịch chuyển từ nhà phát triển bất động sản sang nền tảng đầu tư, quản lý tài sản và phát triển bất động sản toàn cầu.","Phát hành cổ phiếu thưởng, có thể tăng thanh khoản và thu hút nhà đầu tư. | Tái định vị chiến lược thành BLUEMARQ GROUP, mở rộng tầm nhìn toàn cầu. | Chuyển đổi sang mô hình đầu tư, quản lý tài sản và phát triển bất động sản.",,,gemini-2.5-flash-lite,2026-05-20 12:30:19
FPT,2026-05-20,4,positive,5d,0.7,0.6,"FPT has announced a strategic partnership with a leading Japanese healthcare group to implement technology, particularly AI, in healthcare services. Concurrently, the company is set to close its shareholder list for a dividend payment of VND 1,700 billion. Despite recent stock price declines, financial analysts are recommending a ""BUY"" for FPT shares with a target price indicating a 24% upside potential.","New partnership with a Japanese healthcare group for technology and AI application. | Significant dividend payout of VND 1,700 billion. | Analyst ""BUY"" recommendation with a 24% upside target.",Stock price has recently fallen to a 2-year low.,,gemini-2.5-flash-lite,2026-05-20 12:30:28
MBB,2026-05-20,1,negative,5d,0.7,-0.4,"A Deputy General Director of MBB has registered to sell a large volume of MBB shares. The transaction is expected to be carried out through order matching. This sale is scheduled to take place from May 22 to June 20, 2026.",,Deputy General Director plans to sell a large number of MBB shares.,,gemini-2.5-flash-lite,2026-05-20 12:30:34
PDR,2026-05-20,1,positive,5d,0.6,0.5,"Phát Đạt (PDR) is preparing for a significant investment, potentially one of its largest in recent years. This strategic move is being initiated through a shareholder consultation process. The specific project receiving this substantial investment is not yet disclosed.",Significant investment planned by Phát Đạt. | Shareholder consultation indicates a major strategic decision. | Potential for substantial growth from new project.,"The specific project remains undisclosed, creating uncertainty.",,gemini-2.5-flash-lite,2026-05-20 12:30:42
PHR,2026-05-20,1,positive,5d,0.8,0.7,"PHR is set to receive over VND 2,100 billion in compensation from a Singaporean partner. This influx of funds, coupled with strong Q1 business results, has led the company to set an ambitious pre-tax profit target exceeding VND 2,000 billion for 2026. The news has already caused one stock to hit its ceiling price.","Significant compensation payment expected from Singaporean partner. | Ambitious profit target set for 2026, driven by compensation and Q1 performance. | Positive market reaction indicated by a stock hitting its ceiling.",,,gemini-2.5-flash-lite,2026-05-20 12:30:47
SHB,2026-05-20,1,neutral,1d,0.4,0.0,"Real estate and construction credit continues to represent a significant portion of many banks' total outstanding loans as of Q1 2026. Some institutions have allocated between 25-50% of their loan portfolios to this sector, with a few even exceeding half. This indicates a continued reliance on real estate for lending activities across the banking industry.",,,High exposure to the real estate sector could pose risks if the market experiences a downturn.,gemini-2.5-flash-lite,2026-05-20 12:30:55
SSB,2026-05-20,1,neutral,1d,0.6,0.1,"SeABank plans to issue 583.8 million shares as a dividend, representing a ratio of over 20.5%. This move is a standard corporate action for dividend distribution.",Dividend payment in shares can be seen as a sign of the bank's profitability and commitment to shareholders.,Issuance of new shares can lead to dilution of existing shareholders' ownership.,,gemini-2.5-flash-lite,2026-05-20 12:31:00
TCB,2026-05-20,1,neutral,1d,0.3,0.0,Techcombank has issued an important announcement to its customers. The bank is advising customers to be vigilant against suspicious calls. This is a general advisory to enhance customer security.,,,Customer security advisory,gemini-2.5-flash-lite,2026-05-20 12:31:11
VCI,2026-05-20,1,neutral,1d,0.4,0.0,"Vietcap plans to issue 4.6 million ESOP shares to 178 employees at a price of VND 11,000 per share. This issuance is intended for employee incentives.",,Potential dilution for existing shareholders.,,gemini-2.5-flash-lite,2026-05-20 12:31:17
VIB,2026-05-20,2,neutral,1d,0.5,0.0,"VIB is running a promotional campaign for its Privilege Banking customers, offering a chance to win a trip to see the Northern Lights. Additionally, there has been a personnel change where Mr. Ho Van Long has moved from Deputy General Director, Head of Financial Services/Chief Financial Officer to Senior Strategy Director.",VIB Privilege Banking promotion offers attractive prizes to customers.,Personnel change in a key financial role.,,gemini-2.5-flash-lite,2026-05-20 12:31:22
